Player;FSP.1;FSW.1;SSP.1;SSW.1;ACE.1;DBF.1;WNR.1;UFE.1;BPC.1;BPW.1;NPA.1
Fabio Fognini;-1,854314441;-5,412781653;-1,118079845;-5,780898951;-7,253368142;-7,130662376;-5,044664355;-3,817606696;-6,885250844;-5,167370121;-6,885250844
Fabio Fognini;-0,504551015;-0,013727952;-2,46784327;-3,940312462;-6,517133546;-6,149016248;-1,363491377;-0,259139483;-7,00795661;-5,780898951;-4,308429759
Fabio Fognini;-0,259139483;-2,590549036;-2,713254802;-4,431135525;-6,517133546;-7,253368142;-2,345137504;-4,431135525;-7,130662376;-6,39442778;-6,762545078
Fabio Fognini;-0,381845249;-3,69490093;-2,590549036;-6,026310482;-7,253368142;-6,762545078;-5,167370121;-2,222431738;-7,62148544;-7,62148544;-6,271722014
Fabio Fognini;0,23168358;-1,486197143;-3,204077866;-4,308429759;-6,39442778;-7,00795661;-2,835960568;-4,921958589;-7,00795661;-6,026310482;-6,517133546
Fabio Fognini;1,45874124;-0,259139483;-4,431135525;-5,535487419;-6,762545078;-7,130662376;-3,449489398;-3,204077866;-7,130662376;-6,271722014;-7,00795661
Fabio Fognini;0,599800878;-1,854314441;-3,572195164;-4,431135525;-7,253368142;-7,376073908;-1,854314441;-0,381845249;-7,253368142;-6,271722014;-5,535487419
Fabio Fognini;-0,995374079;-5,044664355;-1,977020207;-6,026310482;-7,253368142;-6,762545078;-7,62148544;-7,62148544;-7,498779674;-7,253368142;-6,639839312
Federico Delbonis;0,108977814;-2,958666334;-3,0813721;-5,658193185;-7,130662376;-7,498779674;-7,130662376;-7,498779674;-7,62148544;-6,639839312;-7,62148544
Federico Delbonis;-0,872668313;-1,240785611;-2,099725972;-4,308429759;-6,639839312;-6,639839312;-1,118079845;-2,590549036;-6,762545078;-6,39442778;-6,026310482
Federico Delbonis;-0,627256781;-0,872668313;-2,345137504;-3,940312462;-7,376073908;-7,00795661;-1,731608675;-1,731608675;-7,253368142;-6,271722014;-5,535487419
Feliciano Lopez;0,354389346;-1,486197143;-3,326783632;-5,412781653;-6,149016248;-7,376073908;-6,149016248;-7,376073908;-7,130662376;-6,762545078;-7,62148544
Feliciano Lopez;-0,013727952;-2,099725972;-2,958666334;-4,799252823;-6,639839312;-7,253368142;-2,345137504;-4,676547057;-7,130662376;-6,271722014;-5,535487419
Feliciano Lopez;-0,627256781;-2,835960568;-2,345137504;-5,167370121;-6,639839312;-6,762545078;-3,817606696;-2,222431738;-7,498779674;-7,498779674;-4,431135525
Feliciano Lopez;-0,504551015;-1,240785611;-2,46784327;-3,572195164;-6,149016248;-7,253368142;-1,240785611;0,477095112;-7,130662376;-7,00795661;-4,431135525
Feliciano Lopez;0,23168358;-0,749962547;-3,204077866;-4,799252823;-5,535487419;-7,62148544;-2,46784327;-3,204077866;-7,253368142;-6,149016248;-5,535487419
Feliciano Lopez;0,108977814;-3,0813721;-3,0813721;-5,903604717;-7,00795661;-7,253368142;-5,044664355;-2,590549036;-7,253368142;-7,00795661;-5,412781653
Feliciano Lopez;-0,504551015;-0,995374079;-2,46784327;-3,940312462;-5,044664355;-7,253368142;-7,62148544;-7,62148544;-7,00795661;-5,658193185;-7,62148544
Feliciano Lopez;-1,240785611;-0,381845249;-1,731608675;-2,958666334;-4,799252823;-6,39442778;-7,62148544;-7,62148544;-7,130662376;-6,517133546;-5,290075887
Feliciano Lopez;-0,381845249;-0,749962547;-2,590549036;-4,063018227;-6,762545078;-6,639839312;-7,62148544;-7,62148544;-7,62148544;-7,130662376;-5,535487419
Fernando Verdasco;-0,136433717;-0,381845249;-2,835960568;-4,676547057;-5,167370121;-6,885250844;-2,222431738;-2,713254802;-7,00795661;-5,903604717;-6,762545078
Fernando Verdasco;-0,259139483;0,599800878;-2,713254802;-3,449489398;-6,149016248;-5,412781653;-0,749962547;1,090623942;-6,885250844;-6,39442778;-5,780898951
Fernando Verdasco;0,23168358;-3,0813721;-3,204077866;-6,271722014;-7,130662376;-7,00795661;-4,553841291;-4,921958589;-6,762545078;-6,026310482;-6,762545078
Fernando Verdasco;-0,504551015;1,826858538;-2,46784327;-2,713254802;-6,39442778;-6,517133546;1,45874124;3,299327729;-7,130662376;-5,903604717;-4,063018227
Fernando Verdasco;-0,381845249;-0,504551015;-2,590549036;-4,799252823;-7,00795661;-5,903604717;-7,62148544;-7,62148544;-6,885250844;-5,535487419;-5,780898951
Filippo Volandri;-0,627256781;-3,326783632;-2,345137504;-5,167370121;-7,376073908;-6,885250844;-4,185723993;-2,835960568;-7,498779674;-7,376073908;-5,167370121
Filippo Volandri;-0,749962547;-5,412781653;-2,222431738;-6,39442778;-7,498779674;-7,00795661;-7,62148544;-7,62148544;-7,62148544;-7,376073908;-7,00795661
Flavia Pennetta;-2,713254802;-5,658193185;-0,259139483;-5,903604717;-7,376073908;-7,253368142;-4,185723993;-5,044664355;-6,885250844;-5,535487419;-6,517133546
Flavia Pennetta;-2,099725972;-4,921958589;-0,872668313;-5,412781653;-6,517133546;-7,62148544;-5,044664355;-5,903604717;-7,376073908;-6,885250844;-7,130662376
Flavia Pennetta;-2,222431738;-5,535487419;-0,749962547;-5,780898951;-7,253368142;-7,130662376;-5,903604717;-6,39442778;-6,885250844;-5,780898951;-7,253368142
Flavia Pennetta;-0,259139483;-3,572195164;-2,713254802;-6,149016248;-6,639839312;-7,376073908;-2,345137504;-3,0813721;-6,639839312;-5,412781653;-5,535487419
Flavia Pennetta;-2,835960568;-6,149016248;-0,136433717;-6,026310482;-7,253368142;-7,00795661;-5,903604717;-4,308429759;-7,498779674;-7,130662376;-7,376073908
Flavia Pennetta;-2,590549036;-5,044664355;-0,381845249;-5,535487419;-7,498779674;-6,762545078;-5,167370121;-4,431135525;-7,130662376;-6,149016248;-5,903604717
Florent Serra;-0,136433717;0,108977814;-2,835960568;-3,940312462;-6,639839312;-7,376073908;-7,62148544;-7,62148544;-7,62148544;-7,253368142;-7,62148544
Florent Serra;0,23168358;-3,326783632;-3,204077866;-6,026310482;-7,498779674;-7,498779674;-5,535487419;-4,553841291;-7,376073908;-7,253368142;-7,376073908
Florian Mayer;-0,504551015;-3,204077866;-2,46784327;-4,921958589;-6,885250844;-7,498779674;-4,553841291;-4,799252823;-7,00795661;-6,271722014;-6,271722014
Florian Mayer;-0,259139483;-0,381845249;-2,713254802;-3,572195164;-5,290075887;-7,253368142;-1,731608675;-2,590549036;-7,130662376;-6,271722014;-4,063018227
Florian Mayer;0,722506644;-2,46784327;-3,69490093;-5,780898951;-5,535487419;-7,62148544;-2,958666334;-6,762545078;-7,00795661;-6,271722014;-6,149016248
Florian Mayer;-0,136433717;-1,240785611;-2,835960568;-4,308429759;-7,130662376;-7,253368142;-3,572195164;-1,608902909;-7,253368142;-6,271722014;-4,063018227
Florian Mayer;-0,381845249;-2,713254802;-2,590549036;-5,780898951;-6,885250844;-7,253368142;-4,921958589;-4,676547057;-7,130662376;-6,762545078;-6,39442778
Florian Mayer;0,354389346;-3,449489398;-3,326783632;-5,780898951;-7,00795661;-7,498779674;-7,62148544;-7,62148544;-7,00795661;-6,639839312;-7,62148544
Florian Mayer;-0,627256781;-1,731608675;-2,345137504;-5,044664355;-6,39442778;-6,885250844;-7,62148544;-7,62148544;-6,762545078;-5,044664355;-5,412781653
Florian Mayer;-0,013727952;-2,713254802;-2,958666334;-5,780898951;-7,62148544;-7,376073908;-7,62148544;-7,62148544;-7,62148544;-7,376073908;-5,044664355
Francesca Schiavone;-0,013727952;-3,449489398;-2,958666334;-5,167370121;-7,498779674;-6,762545078;-2,835960568;-2,835960568;-6,517133546;-5,412781653;-4,185723993
Francesca Schiavone;-1,118079845;-5,535487419;-1,854314441;-5,780898951;-7,62148544;-7,253368142;-3,69490093;-5,903604717;-7,00795661;-6,517133546;-6,762545078
Francesca Schiavone;-0,259139483;-5,044664355;-2,713254802;-6,271722014;-7,00795661;-7,376073908;-5,903604717;-4,308429759;-7,498779674;-6,885250844;-7,00795661
Francesca Schiavone;-0,627256781;-4,431135525;-2,345137504;-5,903604717;-7,130662376;-7,00795661;-4,063018227;-5,167370121;-7,00795661;-6,39442778;-7,00795661
Francesca Schiavone;-0,627256781;-6,271722014;-2,345137504;-7,253368142;-7,376073908;-7,376073908;-6,39442778;-4,676547057;-7,376073908;-6,885250844;-6,639839312
Frank Dancevic;-0,381845249;-1,854314441;-2,590549036;-5,167370121;-6,149016248;-7,253368142;-3,204077866;-5,903604717;-7,498779674;-7,130662376;-5,780898951
Frank Dancevic;0,23168358;0,722506644;-3,204077866;-3,449489398;-5,903604717;-7,253368142;-7,62148544;-7,62148544;-7,253368142;-7,130662376;-7,62148544
Frank Dancevic;0,354389346;-3,449489398;-3,326783632;-6,39442778;-7,130662376;-7,253368142;-7,62148544;-7,62148544;-7,376073908;-6,39442778;-4,799252823
G Voskoboeva;-0,627256781;-5,658193185;-2,345137504;-6,762545078;-7,253368142;-7,253368142;-5,780898951;-5,290075887;-7,498779674;-7,62148544;-6,39442778
G.Dimitrov;0,722506644;3,667445027;-3,69490093;-3,572195164;-5,044664355;-7,00795661;-0,749962547;-3,817606696;-5,535487419;-7,376073908;-2,713254802
G.Dimitrov;1,336035474;-2,345137504;-4,308429759;-6,39442778;-5,780898951;-7,376073908;-4,431135525;-6,517133546;-6,271722014;-7,00795661;-5,658193185
G.Elias;-2,345137504;-4,921958589;-0,627256781;-4,431135525;-7,62148544;-6,885250844;-5,903604717;-5,167370121;-7,376073908;-7,498779674;-4,921958589
G.Garcia-Lopez;0,599800878;-3,69490093;-3,572195164;-6,39442778;-7,130662376;-7,130662376;-4,799252823;-6,026310482;-7,253368142;-7,62148544;-6,026310482
G.Muguruza;0,599800878;-4,185723993;-3,572195164;-6,517133546;-7,253368142;-7,130662376;-4,799252823;-5,658193185;-6,517133546;-7,130662376;-5,412781653
G.Muguruza;-0,504551015;-3,0813721;-2,46784327;-5,044664355;-7,253368142;-6,885250844;-3,817606696;-3,817606696;-6,517133546;-7,376073908;-5,535487419
G.Pella;0,354389346;-0,504551015;-3,326783632;-4,431135525;-5,780898951;-7,253368142;-1,486197143;-3,572195164;-5,290075887;-7,130662376;-3,940312462
G.Rufin;0,108977814;0,108977814;-3,0813721;-5,412781653;-5,535487419;-6,885250844;-1,731608675;-3,940312462;-7,253368142;-7,376073908;-1,363491377
G.Rufin;-1,854314441;-2,46784327;-1,118079845;-4,431135525;-6,885250844;-6,517133546;-4,063018227;-1,854314441;-5,903604717;-6,639839312;-3,449489398
G.Simon;-0,259139483;-1,608902909;-2,713254802;-4,308429759;-7,00795661;-6,885250844;-2,713254802;-4,431135525;-7,62148544;-7,62148544;-0,749962547
G.Soeda;-0,749962547;-2,099725972;-2,222431738;-5,167370121;-7,376073908;-7,253368142;-3,449489398;-3,817606696;-6,885250844;-7,130662376;-2,222431738
G.Soeda;-0,872668313;-2,835960568;-2,099725972;-4,553841291;-6,517133546;-7,376073908;-3,817606696;-5,903604717;-6,517133546;-7,00795661;-5,044664355
G.Voskoboeva;-0,381845249;-1,608902909;-2,590549036;-5,044664355;-7,253368142;-7,130662376;-3,449489398;-3,940312462;-6,885250844;-7,253368142;-4,553841291
G.Zemlja;-0,749962547;2,072270069;-2,222431738;-1,854314441;-5,412781653;-7,00795661;-1,363491377;-3,69490093;-6,885250844;-7,498779674;-2,958666334
G.Zemlja;0,599800878;-1,118079845;-3,572195164;-6,271722014;-5,903604717;-7,00795661;-2,222431738;-4,308429759;-7,62148544;-7,62148544;-5,044664355
G.Zemlja;0,722506644;0,599800878;-3,69490093;-5,167370121;-5,412781653;-7,00795661;0,722506644;-3,572195164;-6,39442778;-6,885250844;-2,222431738
Gael Monfils;0,23168358;-2,345137504;-3,204077866;-5,412781653;-6,517133546;-7,00795661;-2,345137504;-4,308429759;-7,253368142;-7,130662376;-5,412781653
Gael Monfils;-0,013727952;-1,854314441;-2,958666334;-4,799252823;-6,026310482;-7,253368142;-2,835960568;-3,940312462;-7,130662376;-6,271722014;-5,167370121
Gael Monfils;0,84521241;-2,835960568;-3,817606696;-6,39442778;-6,39442778;-7,00795661;-3,572195164;-0,627256781;-7,62148544;-6,885250844;-7,130662376
Gael Monfils;1,213329708;5,139914218;-4,185723993;-4,308429759;-4,431135525;-7,253368142;0,477095112;-2,222431738;-7,253368142;-6,639839312;-5,780898951
Gael Monfils;0,23168358;0,354389346;-3,204077866;-3,69490093;-6,639839312;-7,130662376;-4,063018227;-3,572195164;-6,762545078;-6,271722014;-6,39442778
Gael Monfils;0,722506644;1,336035474;-3,69490093;-4,308429759;-7,376073908;-7,498779674;-0,136433717;0,722506644;-7,130662376;-6,149016248;-4,185723993
Gael Monfils;2,685798899;-3,572195164;-5,658193185;-7,130662376;-7,00795661;-7,498779674;-7,62148544;-7,62148544;-6,517133546;-6,026310482;-6,639839312
Gael Monfils;2,563093133;1,45874124;-5,535487419;-6,271722014;-6,762545078;-7,253368142;-7,62148544;-7,62148544;-7,498779674;-6,762545078;-6,517133546
Galina Voskoboeva;-0,872668313;-2,713254802;-2,099725972;-4,799252823;-7,253368142;-6,026310482;-1,486197143;0,599800878;-6,762545078;-5,535487419;-4,553841291
Galina Voskoboeva;-0,872668313;-3,940312462;-2,099725972;-5,412781653;-7,253368142;-7,253368142;-2,958666334;-3,940312462;-6,639839312;-5,903604717;-5,658193185
Galina Voskoboeva;-0,259139483;-3,204077866;-2,713254802;-6,271722014;-7,130662376;-7,130662376;-2,713254802;-3,0813721;-7,376073908;-7,253368142;-5,167370121
Galina Voskoboeva;0,23168358;-2,590549036;-3,204077866;-5,412781653;-7,253368142;-7,253368142;-7,253368142;-7,253368142;-6,885250844;-6,271722014;-7,62148544
Garbine Muguruza;-0,995374079;-6,026310482;-1,977020207;-6,639839312;-7,62148544;-6,762545078;-6,149016248;-4,063018227;-7,498779674;-7,376073908;-6,517133546
Garbine Muguruza;0,84521241;-1,608902909;-3,817606696;-6,026310482;-6,762545078;-6,762545078;-1,977020207;-4,553841291;-7,253368142;-6,762545078;-6,271722014
Garbine Muguruza;0,23168358;-3,0813721;-3,204077866;-5,658193185;-7,00795661;-6,762545078;-3,572195164;-0,749962547;-6,762545078;-6,39442778;-6,149016248
Garbine Muguruza;-0,749962547;-5,412781653;-2,222431738;-6,39442778;-7,253368142;-7,253368142;-4,799252823;-2,222431738;-7,62148544;-6,885250844;-6,885250844
Garbine Muguruza;-1,363491377;-4,185723993;-1,608902909;-5,167370121;-7,00795661;-7,130662376;-4,431135525;-3,817606696;-7,00795661;-6,149016248;-7,498779674
Garbine Muguruza;-0,749962547;-4,799252823;-2,222431738;-6,271722014;-6,885250844;-6,885250844;-4,676547057;-3,572195164;-6,885250844;-6,639839312;-7,130662376
Gilles Muller;-0,872668313;-3,204077866;-2,099725972;-5,412781653;-6,639839312;-7,00795661;-3,69490093;-4,063018227;-7,498779674;-7,253368142;-6,149016248
Gilles Simon;-0,749962547;6,366971877;-2,222431738;-0,627256781;-3,69490093;-5,412781653;1,581447006;-1,118079845;-7,130662376;-6,39442778;-3,0813721
Gilles Simon;-1,608902909;0,354389346;-1,363491377;-2,590549036;-6,762545078;-6,639839312;-6,762545078;-6,639839312;-6,39442778;-6,149016248;-7,62148544
Gilles Simon;-1,118079845;-3,449489398;-1,854314441;-4,921958589;-6,762545078;-7,253368142;-5,044664355;-4,553841291;-7,62148544;-7,253368142;-4,799252823
Gilles Simon;-0,381845249;-2,46784327;-2,590549036;-4,553841291;-6,762545078;-7,376073908;-2,590549036;-1,608902909;-6,39442778;-5,903604717;-6,271722014
Gilles Simon;-0,627256781;-2,590549036;-2,345137504;-4,431135525;-7,130662376;-7,498779674;-0,995374079;-2,590549036;-6,39442778;-5,535487419;-5,658193185
Gilles Simon;-0,259139483;-1,240785611;-2,713254802;-3,69490093;-7,253368142;-7,376073908;-3,204077866;-4,063018227;-6,885250844;-6,39442778;-6,271722014
Gilles Simon;-0,136433717;0,354389346;-2,835960568;-4,185723993;-7,00795661;-7,253368142;-3,69490093;-1,854314441;-7,253368142;-6,885250844;-5,780898951
Go Soeda;-0,136433717;-4,185723993;-2,835960568;-6,885250844;-6,885250844;-7,253368142;-4,799252823;-3,572195164;-7,62148544;-7,62148544;-6,271722014
Go Soeda;-0,504551015;-4,676547057;-2,46784327;-6,39442778;-7,253368142;-7,130662376;-5,290075887;-2,590549036;-7,498779674;-7,130662376;-6,885250844
Go Soeda;-0,995374079;-3,940312462;-1,977020207;-5,780898951;-7,62148544;-7,00795661;-7,62148544;-7,62148544;-7,62148544;-7,498779674;-6,39442778
Grace Min;0,84521241;-3,449489398;-3,817606696;-5,535487419;-7,498779674;-7,498779674;-3,817606696;-5,290075887;-6,762545078;-6,39442778;-6,39442778
Grega Zemlja;-1,240785611;-3,69490093;-1,731608675;-5,044664355;-6,149016248;-7,376073908;-2,345137504;-4,676547057;-6,885250844;-6,026310482;-6,885250844
Grega Zemlja;-1,731608675;-2,835960568;-1,240785611;-4,676547057;-7,00795661;-7,00795661;-4,676547057;-1,854314441;-6,885250844;-6,39442778;-6,639839312
Grega Zemlja;-1,608902909;-4,063018227;-1,363491377;-5,412781653;-6,517133546;-6,517133546;-7,62148544;-7,62148544;-7,498779674;-7,253368142;-7,00795661
Grigor Dimitrov;-0,627256781;-0,872668313;-2,345137504;-3,940312462;-5,903604717;-7,130662376;-5,903604717;-7,130662376;-7,130662376;-6,639839312;-7,62148544
Grigor Dimitrov;-0,381845249;-1,608902909;-2,590549036;-5,412781653;-5,780898951;-6,762545078;-3,204077866;-3,326783632;-7,00795661;-5,044664355;-7,00795661
Grigor Dimitrov;-0,259139483;-0,872668313;-2,713254802;-3,572195164;-5,780898951;-7,00795661;-1,608902909;-6,026310482;-7,376073908;-7,130662376;-6,149016248
Grigor Dimitrov;-0,259139483;-0,627256781;-2,713254802;-5,044664355;-6,271722014;-7,253368142;-2,958666334;-3,449489398;-7,130662376;-7,00795661;-4,799252823
Grigor Dimitrov;-0,504551015;0,23168358;-2,46784327;-3,69490093;-5,658193185;-7,00795661;-0,995374079;-0,136433717;-7,253368142;-6,885250844;-4,185723993
Grigor Dimitrov;-0,381845249;-5,167370121;-2,590549036;-6,39442778;-7,376073908;-7,498779674;-5,903604717;-5,658193185;-7,376073908;-7,376073908;-6,885250844
Grigor Dimitrov;-1,608902909;-3,0813721;-1,363491377;-4,063018227;-7,00795661;-7,253368142;-3,0813721;-3,572195164;-7,00795661;-6,39442778;-5,535487419
Grigor Dimitrov;0,84521241;-3,572195164;-3,817606696;-6,517133546;-7,62148544;-7,376073908;-5,412781653;-1,731608675;-7,498779674;-7,00795661;-6,639839312
Grigor Dimitrov;-0,504551015;-1,118079845;-2,46784327;-4,308429759;-6,026310482;-6,762545078;-7,62148544;-7,62148544;-6,885250844;-5,903604717;-7,62148544
Guido Pella;-0,627256781;-4,431135525;-2,345137504;-6,149016248;-7,498779674;-7,130662376;-6,39442778;-3,449489398;-7,62148544;-7,498779674;-7,253368142
Guido Pella;-0,749962547;-0,995374079;-2,222431738;-3,817606696;-6,885250844;-6,517133546;-7,62148544;-7,62148544;-7,498779674;-6,762545078;-5,290075887
Guido Pella;-0,136433717;1,090623942;-2,835960568;-3,326783632;-7,130662376;-6,762545078;-1,240785611;-1,608902909;-6,885250844;-5,780898951;-5,044664355
Guillaume Rufin;-0,136433717;-3,69490093;-2,835960568;-5,044664355;-7,376073908;-7,376073908;-5,658193185;-3,572195164;-7,498779674;-7,130662376;-5,903604717
Guillaume Rufin;-0,872668313;0,477095112;-2,099725972;-4,308429759;-6,39442778;-6,517133546;-7,62148544;-7,62148544;-7,00795661;-5,780898951;-7,62148544
Guillaume Rufin;-2,345137504;-5,903604717;-0,627256781;-6,149016248;-7,130662376;-7,498779674;-7,62148544;-7,62148544;-7,498779674;-6,639839312;-7,62148544
Guillermo Garcia-Lopez;-0,504551015;-4,308429759;-2,46784327;-6,271722014;-6,762545078;-7,253368142;-5,290075887;-6,517133546;-7,130662376;-7,130662376;-7,253368142
Guillermo Garcia-Lopez;-1,363491377;-1,977020207;-1,608902909;-4,431135525;-6,517133546;-6,39442778;-6,517133546;-6,39442778;-7,130662376;-6,026310482;-7,62148544
Guillermo Garcia-Lopez;0,108977814;-3,940312462;-3,0813721;-6,271722014;-7,62148544;-6,39442778;-6,026310482;-2,958666334;-7,376073908;-6,762545078;-6,517133546
Guillermo Garcia-Lopez;-1,731608675;-0,627256781;-1,240785611;-2,099725972;-6,026310482;-7,253368142;-7,62148544;-7,62148544;-7,498779674;-7,130662376;-4,921958589
H Watson;-0,995374079;-4,063018227;-1,977020207;-5,658193185;-7,498779674;-6,639839312;-4,799252823;-0,259139483;-6,639839312;-7,00795661;-5,780898951
H.Watson;-1,118079845;-5,412781653;-1,854314441;-6,026310482;-7,130662376;-7,376073908;-6,271722014;-5,780898951;-7,00795661;-7,376073908;-6,762545078
H.Zeballos;-0,136433717;0,477095112;-2,835960568;-3,0813721;-5,535487419;-6,885250844;0,477095112;-0,872668313;-6,517133546;-7,376073908;-1,977020207
Hao Chen Tang;-0,627256781;-5,044664355;-2,345137504;-6,149016248;-7,498779674;-6,885250844;-7,498779674;-6,885250844;-7,376073908;-6,762545078;-7,62148544
Heather Watson;-0,136433717;-2,590549036;-2,835960568;-5,290075887;-6,639839312;-7,253368142;-4,308429759;-2,099725972;-7,130662376;-6,762545078;-6,39442778
Heather Watson;0,599800878;-2,222431738;-3,572195164;-5,535487419;-7,130662376;-7,376073908;-2,958666334;-4,676547057;-7,253368142;-6,639839312;-6,517133546
Horacio Zeballos;-0,259139483;-2,345137504;-2,713254802;-5,412781653;-6,271722014;-7,130662376;-6,271722014;-7,130662376;-7,376073908;-7,130662376;-7,62148544
Horacio Zeballos;0,722506644;1,090623942;-3,69490093;-5,412781653;-6,39442778;-7,130662376;-2,222431738;-2,46784327;-7,498779674;-6,39442778;-5,780898951
Horacio Zeballos;-0,013727952;-1,977020207;-2,958666334;-5,658193185;-7,130662376;-7,253368142;-4,553841291;-4,431135525;-7,62148544;-6,639839312;-5,535487419
Horacio Zeballos;-1,240785611;-2,222431738;-1,731608675;-4,063018227;-6,639839312;-6,762545078;-7,62148544;-7,62148544;-7,498779674;-6,885250844;-7,62148544
I.Andreev;0,84521241;-4,185723993;-3,817606696;-6,517133546;-7,00795661;-7,376073908;-5,167370121;-5,044664355;-7,253368142;-7,376073908;-6,517133546
I.Begu;-0,136433717;-4,799252823;-2,835960568;-6,271722014;-7,62148544;-7,376073908;-5,780898951;-4,308429759;-7,00795661;-7,253368142;-6,517133546
I.Dodig;0,477095112;0,23168358;-3,449489398;-4,553841291;-5,903604717;-7,253368142;-1,854314441;-3,69490093;-6,885250844;-7,62148544;-0,995374079
I.Dodig;-0,136433717;-0,872668313;-2,835960568;-4,921958589;-4,676547057;-7,130662376;-1,731608675;-5,167370121;-6,026310482;-7,00795661;-4,185723993
I.Dodig;-1,854314441;-6,149016248;-1,118079845;-5,535487419;-7,00795661;-7,498779674;-5,044664355;-6,885250844;-6,517133546;-6,885250844;-6,885250844
I.Dodig;0,354389346;2,685798899;-3,326783632;-4,553841291;-5,167370121;-6,639839312;0,84521241;-3,940312462;-6,149016248;-7,376073908;-0,995374079
I.Sijsling;-0,259139483;-1,608902909;-2,713254802;-5,044664355;-6,149016248;-6,517133546;-2,835960568;-5,535487419;-7,130662376;-7,253368142;-4,431135525
I.Sijsling;-0,013727952;-6,149016248;-2,958666334;-7,130662376;-7,253368142;-7,62148544;-6,639839312;-6,39442778;-7,62148544;-7,62148544;-5,903604717
I.Sijsling;0,599800878;-1,240785611;-3,572195164;-4,799252823;-5,535487419;-7,376073908;-2,713254802;-6,762545078;-7,00795661;-7,376073908;-4,676547057
Igor Sijsling;-0,381845249;-0,749962547;-2,590549036;-4,799252823;-5,167370121;-7,00795661;-1,118079845;-1,854314441;-7,130662376;-6,517133546;-4,799252823
Igor Sijsling;0,23168358;-2,590549036;-3,204077866;-5,412781653;-5,658193185;-7,253368142;-3,817606696;-5,658193185;-6,885250844;-6,271722014;-7,253368142
Igor Sijsling;-1,240785611;-1,363491377;-1,731608675;-3,940312462;-6,517133546;-7,130662376;0,23168358;-1,118079845;-7,253368142;-6,885250844;-3,0813721
Igor Sijsling;-0,872668313;-1,608902909;-2,099725972;-4,676547057;-6,026310482;-7,253368142;-7,62148544;-7,62148544;-7,130662376;-6,517133546;-7,62148544
Illya Marchenko;-0,259139483;-2,835960568;-2,713254802;-4,553841291;-7,62148544;-7,130662376;-5,044664355;-3,326783632;-7,498779674;-7,376073908;-6,639839312
Irena Pavlovic;-0,381845249;-4,676547057;-2,590549036;-6,271722014;-7,130662376;-7,253368142;-6,026310482;-4,431135525;-7,62148544;-7,62148544;-7,498779674
Irina Falconi;-1,118079845;-5,412781653;-1,854314441;-6,026310482;-7,253368142;-7,253368142;-7,253368142;-7,253368142;-6,885250844;-6,762545078;-7,62148544
Irina Falconi;1,45874124;-4,921958589;-4,431135525;-6,39442778;-7,62148544;-7,376073908;-5,412781653;-2,713254802;-7,376073908;-7,130662376;-7,253368142
Irina-Camelia Begu;1,45874124;-4,431135525;-4,431135525;-6,885250844;-7,62148544;-7,253368142;-5,290075887;-4,185723993;-7,498779674;-7,253368142;-6,885250844
Irina-Camelia Begu;-0,013727952;-2,222431738;-2,958666334;-5,780898951;-7,376073908;-6,762545078;-7,376073908;-6,762545078;-7,00795661;-6,517133546;-7,62148544
Ivan Dodig;2,563093133;0,722506644;-5,535487419;-6,149016248;-6,639839312;-7,376073908;-2,590549036;-6,762545078;-7,376073908;-7,253368142;-4,676547057
Ivan Dodig;-0,872668313;-2,835960568;-2,099725972;-5,167370121;-6,026310482;-7,376073908;-3,0813721;-2,345137504;-7,253368142;-6,762545078;-6,149016248
Ivan Dodig;-0,749962547;2,194975835;-2,222431738;-3,0813721;-5,044664355;-6,639839312;0,967918176;1,213329708;-6,885250844;-5,903604717;-3,326783632
Ivan Dodig;-0,627256781;-0,259139483;-2,345137504;-3,449489398;-6,39442778;-7,00795661;-7,62148544;-7,62148544;-6,885250844;-6,517133546;-4,921958589
Ivan Dodig;0,477095112;-2,099725972;-3,449489398;-5,903604717;-5,658193185;-7,62148544;-7,62148544;-7,62148544;-7,00795661;-6,39442778;-7,62148544
Ivan Dodig;-1,240785611;-4,185723993;-1,731608675;-5,412781653;-6,885250844;-7,498779674;-7,62148544;-7,62148544;-7,62148544;-7,376073908;-6,026310482
Ivo Karlovic;0,477095112;-0,872668313;-3,449489398;-5,412781653;-4,553841291;-7,498779674;-1,731608675;-4,308429759;-7,498779674;-7,253368142;-4,676547057
Ivo Karlovic;0,108977814;3,422033495;-3,0813721;-4,063018227;-2,958666334;-6,639839312;-7,62148544;-7,62148544;-7,253368142;-6,271722014;-1,731608675
Ivo Karlovic;0,108977814;-1,240785611;-3,0813721;-5,044664355;-6,149016248;-6,885250844;-7,62148544;-7,62148544;-7,498779674;-7,376073908;-3,0813721
J Glushko;1,336035474;-2,345137504;-4,308429759;-6,39442778;-7,498779674;-7,253368142;-4,308429759;-3,69490093;-5,535487419;-6,639839312;-5,167370121
J Goerges;-1,118079845;-3,69490093;-1,854314441;-6,271722014;-7,253368142;-7,130662376;-5,290075887;-3,572195164;-7,00795661;-7,62148544;-5,780898951
J Hampton;-0,872668313;-5,903604717;-2,099725972;-6,885250844;-7,62148544;-7,498779674;-6,149016248;-3,449489398;-6,762545078;-7,376073908;-5,535487419
J Hampton;-0,136433717;-4,308429759;-2,835960568;-6,026310482;-7,253368142;-7,253368142;-4,185723993;-3,69490093;-6,762545078;-7,130662376;-4,553841291
J Hampton;-0,749962547;-4,308429759;-2,222431738;-5,780898951;-7,498779674;-7,130662376;-4,799252823;-3,572195164;-5,658193185;-6,885250844;-6,271722014
